title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
해리포터와 죽음의 성물2,"[dict_values(['판타지']), dict_values(['미스터리'])]",20110713,131,전체관람가,데이빗 예이츠,0,3,해리포터와 죽음의 성물2,20111009,2011-07-13,4378572.0
명탐정 코난 : 침묵의 15분,[dict_values(['애니메이션'])],20110803,109,전체관람가,시즈노 코분,0,6,명탐정 코난 : 침묵의 15분,20110911,2011-08-03,625448.0
고지전,"[dict_values(['드라마']), dict_values(['전쟁'])]",20110720,133,15세이상관람가,장훈,541,36,고지전,20119515,2011-07-20,2932574.0
로맨틱 크라운,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20110817,99,12세이상관람가,톰 행크스,0,4,로맨틱 크라운,20112117,2011-08-17,103051.0
7광구,"[dict_values(['SF']), dict_values(['액션']), dict_values(['스릴러'])]",20110804,101,15세이상관람가,김지훈,507,17,7광구,20119513,2011-08-04,2238760.0
샤오린 : 최후의 결전,"[dict_values(['드라마']), dict_values(['액션'])]",20110825,131,15세이상관람가,진목승,0,3,샤오린 : 최후의 결전,20111418,2011-08-25,9129.0
별을 쫓는 아이,[dict_values(['애니메이션'])],20110825,116,전체관람가,신카이 마코토,0,0,별을 쫓는 아이,20111116,2011-08-25,36071.0
돈비 어프레이드 : 어둠 속의 속삭임,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20110825,99,15세이상관람가,트로이 닉시,0,2,돈비 어프레이드 : 어둠 속의 속삭임,20112141,2011-08-25,62797.0
내 여자친구의 결혼식,[dict_values(['코미디'])],20110825,124,청소년관람불가,폴 페이그,0,3,내 여자친구의 결혼식,20112121,2011-08-25,55326.0
행오버 2,[dict_values(['코미디'])],20110825,102,청소년관람불가,토드 필립스,0,5,행오버 2,20111692,2011-08-25,53803.0
퀵,"[dict_values(['코미디']), dict_values(['액션'])]",20110720,115,15세이상관람가,조범구,527,42,퀵,20110290,2011-07-20,3117298.0
개구쟁이 스머프,[dict_values(['애니메이션'])],20110811,101,전체관람가,라자 고스넬,0,3,개구쟁이 스머프,20111540,2011-08-11,1010531.0
써니 감독판,"[dict_values(['드라마']), dict_values(['코미디'])]",20110728,135,청소년관람불가,강형철,4,13,써니 감독판,20111250,2011-07-28,89753.0
마당을 나온 암탉,[dict_values(['애니메이션'])],20110728,93,전체관람가,오성윤,329,7,마당을 나온 암탉,20110279,2011-07-28,2123987.0
샤크 나이트 3D,"[dict_values(['스릴러']), dict_values(['공포(호러)'])]",20110915,91,15세이상관람가,데이비드 R. 엘리스,0,3,샤크 나이트 3D,20112132,2011-09-15,80837.0
파이널 데스티네이션5,"[dict_values(['공포(호러)']), dict_values(['액션'])]",20110908,92,청소년관람불가,스티븐 쿼일,0,1,파이널 데스티네이션5,20112050,2011-09-08,247326.0
푸른소금,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20110831,122,15세이상관람가,이현승,327,23,푸른소금,20110301,2011-08-31,760995.0
블라인드,[dict_values(['스릴러'])],20110810,111,청소년관람불가,안상훈,291,22,블라인드,20110297,2011-08-10,2356944.0
콜롬비아나,[dict_values(['액션'])],20110831,105,15세이상관람가,올리비에 메가턴,0,2,콜롬비아나,20111671,2011-08-31,593908.0
통증,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20110907,105,15세이상관람가,곽경택,268,15,통증,20110303,2011-09-07,692687.0
챔프,[dict_values(['드라마'])],20110907,133,12세이상관람가,이환경,248,27,챔프,20112082,2011-09-07,530067.0
혹성탈출: 진화의 시작,"[dict_values(['액션']), dict_values(['SF']), dict_values(['드라마'])]",20110817,106,12세이상관람가,루퍼트 와이어트,0,3,혹성탈출: 진화의 시작,20110896,2011-08-17,2771012.0
쥴리의 육지 대모험,[dict_values(['애니메이션'])],20110908,84,전체관람가,구 안 호,0,3,쥴리의 육지 대모험,20111536,2011-09-08,185794.0
킬러 엘리트,"[dict_values(['스릴러']), dict_values(['액션'])]",20110922,116,청소년관람불가,개리 맥켄드리,0,3,킬러 엘리트,20111893,2011-09-22,162842.0
컨테이젼,"[dict_values(['액션']), dict_values(['SF']), dict_values(['스릴러']), dict_values(['미스터리'])]",20110922,103,12세이상관람가,스티븐 소더버그,0,2,컨테이젼,20112175,2011-09-22,225687.0
가문의 영광4 - 가문의 수난,[dict_values(['코미디'])],20110907,103,15세이상관람가,정태원,217,20,가문의 영광4 - 가문의 수난,20112272,2011-09-07,2364537.0
세 얼간이,[dict_values(['코미디'])],20110818,141,12세이상관람가,라즈쿠마르 히라니,0,4,세 얼간이,20110899,2011-08-18,445627.0
파퍼씨네 펭귄들,[dict_values(['코미디'])],20110907,95,전체관람가,마크 워터스,0,4,파퍼씨네 펭귄들,20111571,2011-09-07,973883.0
어브덕션,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['미스터리'])]",20110929,105,15세이상관람가,존 싱글톤,0,3,어브덕션,20111892,2011-09-29,155318.0
언피니시드,"[dict_values(['드라마']), dict_values(['스릴러'])]",20111006,113,15세이상관람가,존 매든,1,2,언피니시드,20112209,2011-10-06,58933.0
비우티풀,[dict_values(['드라마'])],20111013,148,청소년관람불가,알레한드로 곤잘레스 이냐리투,1,1,비우티풀,20112314,2011-10-13,5845.0
투혼,[dict_values(['드라마'])],20111006,124,전체관람가,김상진,269,36,투혼,20112552,2011-10-06,205280.0
카운트다운,"[dict_values(['드라마']), dict_values(['액션'])]",20110929,119,청소년관람불가,허종호,288,34,카운트다운,20111914,2011-09-29,470343.0
코쿠리코 언덕에서,"[dict_values(['애니메이션']), dict_values(['멜로/로맨스'])]",20110929,91,12세이상관람가,미야자키 고로,0,0,코쿠리코 언덕에서,20112303,2011-09-29,195228.0
극장판 메이저 : 우정의 강속구,[dict_values(['애니메이션'])],20111020,104,전체관람가,카토 타카오,0,2,극장판 메이저 : 우정의 강속구,20111533,2011-10-20,9442.0
최종병기 활 감독확장판,"[dict_values(['사극']), dict_values(['액션'])]",20111020,128,청소년관람불가,김한민,7,5,최종병기 활 감독확장판,20112911,2011-10-20,6511.0
히트,"[dict_values(['드라마']), dict_values(['액션']), dict_values(['코미디'])]",20111013,102,15세이상관람가,이성한,5,7,히트,20112221,2011-10-13,107656.0
최종병기 활,"[dict_values(['사극']), dict_values(['액션'])]",20110810,122,15세이상관람가,김한민,549,38,최종병기 활,20110302,2011-08-10,7466678.0
파라노말 액티비티 3,[dict_values(['공포(호러)'])],20111020,82,12세이상관람가,헨리 유스트,0,1,파라노말 액티비티 3,20112693,2011-10-20,120225.0
삼총사 3D,"[dict_values(['액션']), dict_values(['어드벤처'])]",20111012,110,12세이상관람가,폴 W.S. 앤더슨,0,3,삼총사 3D,20112651,2011-10-12,654228.0
트리 오브 라이프,[dict_values(['드라마'])],20111027,137,15세이상관람가,테렌스 맬릭,0,3,트리 오브 라이프,20112622,2011-10-27,36772.0
프렌즈 위드 베네핏,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20111027,109,청소년관람불가,윌 글럭,0,2,프렌즈 위드 베네핏,20112821,2011-10-27,74620.0
도가니,[dict_values(['드라마'])],20110922,125,청소년관람불가,황동혁,289,29,도가니,20112534,2011-09-22,4649855.0
의뢰인,[dict_values(['스릴러'])],20110929,123,15세이상관람가,손영성,230,40,의뢰인,20110613,2011-09-29,2385757.0
쟈니 잉글리쉬2 : 네버다이,[dict_values(['코미디'])],20111102,101,전체관람가,올리버 파커,0,2,쟈니 잉글리쉬2 : 네버다이,20112553,2011-11-02,25918.0
훈장과 악동들,[dict_values(['다큐멘터리'])],20111027,92,전체관람가,김봉곤,20,23,훈장과 악동들,20112940,2011-10-27,28356.0
Mr.아이돌,[dict_values(['드라마'])],20111103,114,12세이상관람가,라희찬,270,54,Mr.아이돌,20113001,2011-11-03,66108.0
더 킥,[dict_values(['액션'])],20111103,105,12세이상관람가,프라챠 핀카엡,11,3,더 킥,20112208,2011-11-03,48036.0
청원,[dict_values(['드라마'])],20111102,126,12세이상관람가,산제이 렐라 반살리,0,2,청원,20112822,2011-11-02,61813.0
오직 그대만,[dict_values(['멜로/로맨스'])],20111020,105,15세이상관람가,송일곤,268,36,오직 그대만,20112589,2011-10-20,1017909.0
헬프,[dict_values(['드라마'])],20111103,137,전체관람가,테이트 테일러,0,5,헬프,20112763,2011-11-03,111546.0
오늘,[dict_values(['드라마'])],20111027,119,15세이상관람가,이정향,188,18,오늘,20110322,2011-10-27,130739.0
커플즈,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20111102,110,15세이상관람가,정용기,294,22,커플즈,20110612,2011-11-02,356998.0
인 타임,"[dict_values(['SF']), dict_values(['스릴러']), dict_values(['액션'])]",20111027,109,12세이상관람가,앤드류 니콜,0,3,인 타임,20112704,2011-10-27,598216.0
완벽한 파트너,[dict_values(['코미디'])],20111117,120,청소년관람불가,박헌수,124,13,완벽한 파트너,20112934,2011-11-17,69505.0
스트레스를 부르는 그 이름 직장상사,[dict_values(['코미디'])],20111117,97,청소년관람불가,세스 고든,0,7,스트레스를 부르는 그 이름 직장상사,20112971,2011-11-17,43480.0
무협,"[dict_values(['액션']), dict_values(['드라마'])]",20111117,112,15세이상관람가,진가신,1,3,무협,20112701,2011-11-17,26556.0
타워 하이스트,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['범죄'])]",20111117,105,12세이상관람가,브렛 래트너,0,2,타워 하이스트,20112707,2011-11-17,80009.0
티끌모아 로맨스,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20111110,114,15세이상관람가,김정환,259,15,티끌모아 로맨스,20112762,2011-11-10,418470.0
퍼펙트 센스,[dict_values(['멜로/로맨스'])],20111124,92,15세이상관람가,데이빗 맥킨지,0,2,퍼펙트 센스,20112973,2011-11-24,41459.0
너는 펫,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20111110,110,12세이상관람가,김병곤,207,26,너는 펫,20111928,2011-11-10,541511.0
신들의 전쟁,"[dict_values(['드라마']), dict_values(['액션']), dict_values(['판타지'])]",20111110,110,청소년관람불가,타셈 싱,1,3,신들의 전쟁,20111987,2011-11-10,1332106.0
50/50,"[dict_values(['코미디']), dict_values(['드라마'])]",20111124,100,15세이상관람가,조나단 레빈,0,2,50/50,20113306,2011-11-24,110376.0
머니볼,[dict_values(['드라마'])],20111117,132,12세이상관람가,베넷 밀러,0,2,머니볼,20112311,2011-11-17,631742.0
블리츠,"[dict_values(['스릴러']), dict_values(['드라마'])]",20111207,97,청소년관람불가,엘리어트 레스터,0,2,블리츠,20113307,2011-12-07,60865.0
리얼 스틸,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['SF'])]",20111012,127,12세이상관람가,숀 레비,0,1,리얼 스틸,20112173,2011-10-12,3575324.0
결정적 한방,"[dict_values(['코미디']), dict_values(['드라마'])]",20111207,100,15세이상관람가,박중구,208,29,결정적 한방,20113312,2011-12-07,56684.0
완득이,[dict_values(['드라마'])],20111020,107,12세이상관람가,이한,292,36,완득이,20112695,2011-10-20,5307307.0
특수본,"[dict_values(['액션']), dict_values(['범죄'])]",20111124,111,15세이상관람가,황병국,261,46,특수본,20110906,2011-11-24,1117660.0
브레이킹 던 part1,"[dict_values(['드라마']), dict_values(['판타지']), dict_values(['멜로/로맨스'])]",20111130,117,15세이상관람가,빌 콘돈,1,2,브레이킹 던 part1,20110905,2011-11-30,1449390.0
틴틴 : 유니콘호의 비밀,"[dict_values(['애니메이션']), dict_values(['가족']), dict_values(['어드벤처'])]",20111207,,전체관람가,스티븐 스필버그,0,4,틴틴 : 유니콘호의 비밀,20112542,2011-12-07,790187.0
아더 크리스마스,"[dict_values(['애니메이션']), dict_values(['가족'])]",20111125,97,전체관람가,베리 쿡,0,4,아더 크리스마스,20112972,2011-11-25,619356.0
앨빈과 슈퍼밴드3,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['어드벤처']), dict_values(['가족'])]",20111215,,전체관람가,마이크 미첼,0,4,앨빈과 슈퍼밴드3,20113311,2011-12-15,536791.0
극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,"[dict_values(['애니메이션']), dict_values(['판타지']), dict_values(['어드벤처'])]",20111222,97,전체관람가,유야마 쿠니히코,0,4,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,20112708,2011-12-22,254379.0
극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,"[dict_values(['애니메이션']), dict_values(['판타지']), dict_values(['어드벤처'])]",20111222,98,전체관람가,유야마 쿠니히코,0,2,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,20112709,2011-12-22,349214.0
라이온 킹,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['가족']), dict_values(['뮤지컬']), dict_values(['드라마'])]",19940702,89,연소자관람가,로저 알러스,4,4,라이온 킹,19940256,1994-07-02,289747.0
다크아워,"[dict_values(['SF']), dict_values(['액션'])]",20120105,89,12세이상관람가,크리스 고락,0,2,다크아워,20113652,2012-01-05,142322.0
프렌즈: 몬스터섬의비밀,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20111229,88,전체관람가,야마자키 타카시,0,8,,,,
퍼펙트 게임,[dict_values(['드라마'])],20111221,127,12세이상관람가,박희곤,366,61,퍼펙트 게임,20113260,2011-12-21,1428617.0
셜록홈즈 : 그림자 게임,"[dict_values(['액션']), dict_values(['미스터리'])]",20111221,128,15세이상관람가,가이 리치,1,2,셜록홈즈 : 그림자 게임,20112621,2011-12-21,2199709.0
초한지 - 천하대전,[dict_values(['액션'])],20120111,137,12세이상관람가,이인항,0,7,초한지 - 천하대전,20113883,2012-01-11,85107.0
마이 웨이,"[dict_values(['전쟁']), dict_values(['액션']), dict_values(['드라마'])]",20111221,137,15세이상관람가,강제규,674,44,마이 웨이,20110295,2011-12-21,2134267.0
오싹한 연애,"[dict_values(['공포(호러)']), dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20111201,114,12세이상관람가,황인호,323,13,오싹한 연애,20113381,2011-12-01,3007847.0
여성다큐멘터리스트-반이다1,[dict_values(['다큐멘터리'])],,107,0,0,0,0,여성다큐멘터리스트-반이다1,20112945, ,8164.0
코알라 키드 : 영웅의 탄생,[dict_values(['애니메이션'])],20120112,85,전체관람가,이경호,214,4,코알라 키드 : 영웅의 탄생,20113811,2012-01-12,165619.0
원더풀 라디오,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20120105,120,15세이상관람가,권칠인,249,17,원더풀 라디오,20113671,2012-01-05,956933.0
네버엔딩 스토리,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120118,114,15세이상관람가,정용주,176,15,네버엔딩 스토리,20113636,2012-01-18,279220.0
페이스메이커,[dict_values(['드라마'])],20120118,124,12세이상관람가,김달중,424,17,페이스메이커,20113951,2012-01-18,455573.0
우리는 동물원을 샀다,"[dict_values(['가족']), dict_values(['코미디'])]",20120118,124,전체관람가,카메론 크로우,0,2,우리는 동물원을 샀다,20113472,2012-01-18,270987.0
밀레니엄 : 여자를 증오한 남자들,"[dict_values(['스릴러']), dict_values(['드라마'])]",20120111,157,청소년관람불가,데이빗 핀처,0,2,밀레니엄 : 여자를 증오한 남자들,20110882,2012-01-11,436851.0
하이힐을 신고 달리는 여자,[dict_values(['코미디'])],20120202,90,15세이상관람가,더글라스 맥그래스,0,3,하이힐을 신고 달리는 여자,20113881,2012-02-02,56315.0
장화신은 고양이,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['코미디']), dict_values(['판타지'])]",20120112,90,전체관람가,크리스 밀러,0,3,장화신은 고양이,20113862,2012-01-12,2044499.0
잃어버린 세계를 찾아서 2: 신비의 섬,"[dict_values(['액션']), dict_values(['어드벤처'])]",20120119,94,전체관람가,브래드 페이튼,0,4,잃어버린 세계를 찾아서 2: 신비의 섬,20113653,2012-01-19,1141672.0
미션임파서블:고스트프로토콜,[dict_values(['액션'])],20111215,132,15세이상관람가,브래드 버드,0,2,미션임파서블:고스트프로토콜,20112207,2011-12-15,7500179.0
워 호스,"[dict_values(['전쟁']), dict_values(['드라마'])]",20120209,146,12세이상관람가,스티븐 스필버그,0,4,워 호스,20124099,2012-02-09,90257.0
팅커 테일러 솔저 스파이,[dict_values(['스릴러'])],20120209,127,15세이상관람가,토마스 알프레드슨,0,6,팅커 테일러 솔저 스파이,20124134,2012-02-09,80517.0
스타워즈:에피소드1 보이지 않는 위험,"[dict_values(['SF']), dict_values(['액션']), dict_values(['어드벤처']), dict_values(['판타지'])]",19990626,133,전체관람가,조지 루카스,0,3,,,,
해피 피트 2,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20120202,100,전체관람가,조지 밀러,0,6,해피 피트 2,20113911,2012-02-02,170814.0
우먼 인 블랙,"[dict_values(['드라마']), dict_values(['공포(호러)']), dict_values(['스릴러'])]",20120216,95,15세이상관람가,제임스 왓킨스,1,3,우먼 인 블랙,20113975,2012-02-16,91052.0
고스트 라이더 : 복수의 화신,"[dict_values(['액션']), dict_values(['판타지']), dict_values(['스릴러'])]",20120216,95,15세이상관람가,마크 네빌딘,0,2,고스트 라이더 : 복수의 화신,20113890,2012-02-16,95718.0
파파,"[dict_values(['가족']), dict_values(['코미디'])]",20120201,116,12세이상관람가,한지승,200,6,파파,20113643,2012-02-01,575256.0
부러진 화살,[dict_values(['드라마'])],20120118,100,15세이상관람가,정지영,168,36,부러진 화살,20113535,2012-01-18,3442415.0
언더월드 4: 어웨이크닝,"[dict_values(['액션']), dict_values(['판타지']), dict_values(['SF']), dict_values(['공포(호러)'])]",20120222,88,청소년관람불가,만스 말린드,0,4,언더월드 4: 어웨이크닝,20124746,2012-02-22,167019.0
레전드 오브 래빗,[dict_values(['애니메이션'])],20120222,89,전체관람가,순리준,0,3,레전드 오브 래빗,20113982,2012-02-22,74794.0
점박이:한반도의 공룡3D,"[dict_values(['애니메이션']), dict_values(['어드벤처']), dict_values(['액션'])]",20120126,88,전체관람가,한상호,265,3,점박이:한반도의 공룡3D,20100215,2012-01-26,979966.0
더 그레이,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['스릴러'])]",20120216,116,15세이상관람가,조 카나한,0,2,더 그레이,20124021,2012-02-16,291707.0
돌아온 파워레인저 미라클포스,"[dict_values(['액션']), dict_values(['드라마'])]",20120229,45,전체관람가,나가이시 다카오,0,5,돌아온 파워레인저 미라클포스,20124738,2012-02-29,26285.0
휴고,[dict_values(['가족'])],20120229,125,전체관람가,마틴 스코세이지,0,2,휴고,20124551,2012-02-29,46448.0
철의 여인,[dict_values(['드라마'])],20120223,105,12세이상관람가,필리다 로이드,0,2,철의 여인,20113912,2012-02-23,122937.0
액트 오브 밸러: 최정예 특수부대,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['스릴러'])]",20120229,110,15세이상관람가,마이크 맥코이,0,2,,,,
토르: 마법망치의 전설,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20120209,83,전체관람가,오스카 요나손,0,4,토르: 마법망치의 전설,20113920,2012-02-09,749909.0
맨 온 렛지,"[dict_values(['범죄']), dict_values(['스릴러'])]",20120222,102,15세이상관람가,애스게르 레스,0,2,맨 온 렛지,20124420,2012-02-22,588208.0
세이프 하우스,"[dict_values(['액션']), dict_values(['스릴러'])]",20120229,115,15세이상관람가,다니엘 에스피노사,0,2,세이프 하우스,20124449,2012-02-29,161489.0
스탠리의 도시락,"[dict_values(['드라마']), dict_values(['코미디'])]",20120308,95,전체관람가,아몰 굽트,0,1,,,,
아티스트,"[dict_values(['멜로/로맨스']), dict_values(['코미디']), dict_values(['드라마'])]",20120216,100,12세이상관람가,미셀 하자나비시우스,0,4,아티스트,20113918,2012-02-16,110783.0
댄싱퀸,"[dict_values(['코미디']), dict_values(['드라마'])]",20120118,124,12세이상관람가,이석훈,269,21,댄싱퀸,20113743,2012-01-18,4053696.0
하울링,"[dict_values(['범죄']), dict_values(['드라마'])]",20120216,114,15세이상관람가,유하,253,24,하울링,20110249,2012-02-16,1610324.0
저스티스,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['스릴러'])]",20120315,105,청소년관람불가,로저 도널드슨,0,3,저스티스,20124932,2012-03-15,40433.0
러브픽션,"[dict_values(['멜로/로맨스']), dict_values(['코미디'])]",20120229,121,15세이상관람가,전계수,211,30,러브픽션,20113916,2012-02-29,1722046.0
콘트라밴드,"[dict_values(['액션']), dict_values(['스릴러'])]",20120322,109,청소년관람불가,발타자르 코루마쿠르,0,2,콘트라밴드,20124873,2012-03-22,48765.0
서약,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20120314,104,15세이상관람가,마이클 수치,0,2,서약,20124874,2012-03-14,237155.0
범죄와의 전쟁: 나쁜놈들 전성시대,"[dict_values(['범죄']), dict_values(['드라마'])]",20120202,133,청소년관람불가,윤종빈,294,42,범죄와의 전쟁: 나쁜놈들 전성시대,20113557,2012-02-02,4717541.0
가비,"[dict_values(['드라마']), dict_values(['멜로/로맨스']), dict_values(['미스터리'])]",20120315,115,15세이상관람가,장윤현,402,14,가비,20111774,2012-03-15,269841.0
존 카터: 바숨 전쟁의 서막,"[dict_values(['SF']), dict_values(['액션'])]",20120308,132,12세이상관람가,앤드류 스탠튼,0,4,,,,
크로니클,"[dict_values(['액션']), dict_values(['스릴러'])]",20120315,84,15세이상관람가,조쉬 트랭크,0,4,크로니클,20124666,2012-03-15,383734.0
말하는 건축가,[dict_values(['다큐멘터리'])],20120308,93,전체관람가,정재은,28,3,말하는 건축가,20112808,2012-03-08,21196.0
달팽이의 별,[dict_values(['다큐멘터리'])],20120322,87,전체관람가,이승준,35,2,달팽이의 별,20100752,2012-03-22,11583.0
종착역,[dict_values(['드라마'])],,90,0,비토리오 데 시카,0,4,종착역,20101371, ,752.0
디스 민즈 워,"[dict_values(['액션']), dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120229,97,15세이상관람가,맥지,0,3,디스 민즈 워,20124096,2012-02-29,871349.0
스페이스 독,"[dict_values(['애니메이션']), dict_values(['코미디']), dict_values(['가족'])]",20120322,85,전체관람가,이나 예블라니코바,0,2,스페이스 독,20124939,2012-03-22,40929.0
화차,[dict_values(['미스터리'])],20120308,117,15세이상관람가,변영주,232,21,화차,20124050,2012-03-08,2426824.0
코난: 암흑의 시대,"[dict_values(['판타지']), dict_values(['액션'])]",20120405,112,청소년관람불가,마커스 니스펠,3,5,코난: 암흑의 시대,20125106,2012-04-05,30260.0
타이탄의 분노,"[dict_values(['액션']), dict_values(['판타지'])]",20120329,100,12세이상관람가,조나단 리브스만,0,5,타이탄의 분노,20124717,2012-03-29,885251.0
인류멸망 보고서,[dict_values(['SF'])],20120411,120,15세이상관람가,김지운,153,19,인류멸망 보고서,20068590,2012-04-11,87453.0
킹메이커,[dict_values(['드라마'])],20120419,101,15세이상관람가,조지 클루니,3,6,킹메이커,20125126,2012-04-19,41781.0
하트 브레이커,"[dict_values(['코미디']), dict_values(['멜로/로맨스'])]",20120419,104,15세이상관람가,파스칼 쇼메유,0,3,하트 브레이커,20113201,2012-04-19,36639.0
하늘이 보내준 딸,[dict_values(['가족'])],20120419,116,전체관람가,비자이,0,1,하늘이 보내준 딸,20125307,2012-04-19,14872.0
헝거게임: 판엠의 불꽃,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['SF'])]",20120405,142,15세이상관람가,게리 로스,0,4,헝거게임: 판엠의 불꽃,20124127,2012-04-05,605351.0
시체가 돌아왔다,"[dict_values(['범죄']), dict_values(['드라마'])]",20120329,110,15세이상관람가,우선호,239,20,시체가 돌아왔다,20124051,2012-03-29,984246.0
"봄, 눈",[dict_values(['드라마'])],20120426,109,전체관람가,김태균,166,17,"봄, 눈",20113556,2012-04-26,17399.0
타이타닉,"[dict_values(['드라마']), dict_values(['멜로/로맨스']), dict_values(['액션'])]",19980220,194,15세 미만인 자는 관람할 수 없는 등급 ,제임스 카메론,0,2,타이타닉,19980074,1998-02-20,361525.0
장화신은 고양이 디 오리지널,"[dict_values(['애니메이션']), dict_values(['코미디'])]",20120503,82,전체관람가,제롬 데스챔프,0,2,장화신은 고양이 디 오리지널,20125915,2012-05-03,3572.0
배틀쉽,"[dict_values(['SF']), dict_values(['액션'])]",20120411,131,12세이상관람가,피터 버그,0,5,배틀쉽,20112134,2012-04-11,2238357.0
언터처블: 1%의 우정,"[dict_values(['코미디']), dict_values(['드라마'])]",20120322,112,12세이상관람가,올리비에르 나카체,3,2,언터처블: 1%의 우정,20124142,2012-03-22,1713235.0
짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,[dict_values(['애니메이션'])],20120426,107,전체관람가,마스이 소이치,0,3,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,20125427,2012-04-26,260055.0
두레소리,[dict_values(['드라마'])],20120510,108,12세이상관람가,조정래,98,12,두레소리,20111416,2012-05-10,30888.0
데인저러스 메소드,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20120510,99,청소년관람불가,데이빗 크로넨버그,0,4,데인저러스 메소드,20125649,2012-05-10,21107.0
간기남,"[dict_values(['코미디']), dict_values(['스릴러'])]",20120411,117,청소년관람불가,김형준,189,15,간기남,20124032,2012-04-11,1245659.0
로렉스,[dict_values(['애니메이션'])],20120503,86,전체관람가,크리스 리노드,0,5,로렉스,20113889,2012-05-03,290471.0
레이드 : 첫번째 습격,"[dict_values(['액션']), dict_values(['범죄']), dict_values(['스릴러'])]",20120517,101,청소년관람불가,가렛 에반스,0,3,레이드 : 첫번째 습격,20125467,2012-05-17,20869.0
다크 섀도우,"[dict_values(['드라마']), dict_values(['공포(호러)']), dict_values(['스릴러']), dict_values(['미스터리'])]",20120510,112,15세이상관람가,팀 버튼,0,3,다크 섀도우,20125866,2012-05-10,574874.0
콜드 라잇 오브 데이,"[dict_values(['액션']), dict_values(['스릴러'])]",20120517,93,15세이상관람가,마브룩 엘 메크리,0,3,콜드 라잇 오브 데이,20125907,2012-05-17,82367.0
은교,[dict_values(['멜로/로맨스'])],20120425,129,청소년관람불가,정지우,214,9,은교,20124066,2012-04-25,1336345.0
건축학개론,"[dict_values(['멜로/로맨스']), dict_values(['드라마'])]",20120322,118,12세이상관람가,이용주,216,15,건축학개론,20124074,2012-03-22,4101671.0
머신건 프리처,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['범죄'])]",20120524,123,15세이상관람가,마크 포스터,0,4,머신건 프리처,20125486,2012-05-24,24976.0
백설공주,"[dict_values(['판타지']), dict_values(['어드벤처'])]",20120503,108,전체관람가,타셈 싱,0,3,백설공주,20125426,2012-05-03,583661.0
블루 발렌타인,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20120531,112,청소년관람불가,데릭 시엔프랜스,0,2,블루 발렌타인,20126026,2012-05-31,2348.0
극장판 썬더일레븐GO : 궁극의 우정 그리폰,[dict_values(['애니메이션'])],20120524,94,전체관람가,미야오 요시카즈,0,4,극장판 썬더일레븐GO : 궁극의 우정 그리폰,20125806,2012-05-24,81910.0
다른나라에서,[dict_values(['드라마'])],20120531,88,청소년관람불가,홍상수,52,7,다른나라에서,20124350,2012-05-31,10398.0
코리아,[dict_values(['드라마'])],20120503,127,12세이상관람가,문현성,306,29,코리아,20124045,2012-05-03,1867444.0
스노우 화이트 앤 더 헌츠맨,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['판타지'])]",20120530,127,12세이상관람가,루퍼트 샌더스,3,3,스노우 화이트 앤 더 헌츠맨,20113745,2012-05-30,623023.0
어벤져스,"[dict_values(['액션']), dict_values(['SF'])]",20120426,142,12세이상관람가,조스 웨던,0,5,어벤져스,20124721,2012-04-26,7057205.0
