title,genre,release_time,time,screening_rat,director,num_staff,num_actor,movieNm,movieCd,openDt,audiAcc
꼬마 유령,"[dict_values(['판타지']), dict_values(['가족'])]",20150611,92,전체관람가,알랑 그스포너,0,0,꼬마 유령,20140207,2015-06-11,14961.0
베스트 오브 미,"[dict_values(['드라마']), dict_values(['멜로/로맨스'])]",20150618,115,15세이상관람가,마이클 호프만,0,4,베스트 오브 미,20150563,2015-06-18,11255.0
간신,[dict_values(['사극'])],20150521,131,청소년관람불가,민규동,296,62,간신,20142402,2015-05-21,1109645.0
샌 안드레아스,"[dict_values(['액션']), dict_values(['드라마']), dict_values(['스릴러'])]",20150603,114,12세이상관람가,브래드 페이튼,0,2,샌 안드레아스,20144682,2015-06-03,1705873.0
스파이,"[dict_values(['액션']), dict_values(['코미디'])]",20150521,121,15세이상관람가,폴 페이그,0,3,스파이,20158621,2015-05-21,2315066.0
정글번치: 너구리 해적단과 보물지도,[dict_values(['애니메이션'])],20150625,66,전체관람가,에즈라 와이즈,0,0,정글번치: 너구리 해적단과 보물지도,20159221,2015-06-25,27941.0
나의 절친 악당들,"[dict_values(['범죄']), dict_values(['액션']), dict_values(['드라마'])]",20150625,109,청소년관람불가,임상수,284,22,나의 절친 악당들,20142856,2015-06-25,125467.0
데모닉,"[dict_values(['공포(호러)']), dict_values(['스릴러'])]",20150625,83,15세이상관람가,윌 캐논,0,3,데모닉,20159223,2015-06-25,38169.0
경성학교: 사라진 소녀들,"[dict_values(['미스터리']), dict_values(['드라마'])]",20150618,99,15세이상관람가,이해영,246,30,경성학교: 사라진 소녀들,20141224,2015-06-18,354119.0
매드 맥스: 분노의 도로,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['스릴러'])]",20150514,120,15세이상관람가,조지 밀러,0,10,매드 맥스: 분노의 도로,20144741,2015-05-14,3830353.0
리틀드래곤 코코넛,[dict_values(['애니메이션'])],20150702,82,전체관람가,허버트 베일란드,0,0,리틀드래곤 코코넛,20150255,2015-07-02,29257.0
호비와 엄마나무섬의 비밀,[dict_values(['애니메이션'])],20150702,61,전체관람가,히라바야시 이사무,0,0,호비와 엄마나무섬의 비밀,20150963,2015-07-02,8383.0
폴라로이드,"[dict_values(['드라마']), dict_values(['가족'])]",20150716,106,전체관람가,주호성,122,26,폴라로이드,20133667,2015-07-16,4059.0
한여름의 판타지아,[dict_values(['드라마'])],20150611,97,전체관람가,장건재,39,3,한여름의 판타지아,20147803,2015-06-11,27726.0
19곰 테드 2,[dict_values(['코미디'])],20150625,115,청소년관람불가,세스 맥팔레인,0,5,19곰 테드 2,20156749,2015-06-25,167144.0
라자루스,[dict_values(['공포(호러)'])],20150702,83,15세이상관람가,데이빗 겔브,0,3,라자루스,20159001,2015-07-02,26529.0
마돈나,[dict_values(['드라마'])],20150702,120,청소년관람불가,신수원,123,22,마돈나,20159161,2015-07-02,13961.0
심야식당,[dict_values(['드라마'])],20150618,120,12세이상관람가,마츠오카 조지,0,3,심야식당,20156970,2015-06-18,121388.0
BiFan2015 판타스틱 단편 걸작선 3,[dict_values(['기타'])],,68,0,윤서현,0,0,BiFan2015 판타스틱 단편 걸작선 3,20152337, ,2408.0
소수의견,[dict_values(['드라마'])],20150624,126,15세이상관람가,김성제,250,21,소수의견,20136057,2015-06-24,374717.0
극비수사,"[dict_values(['드라마']), dict_values(['범죄'])]",20150618,107,15세이상관람가,곽경택,278,34,극비수사,20148855,2015-06-18,2842199.0
손님,"[dict_values(['판타지']), dict_values(['공포(호러)'])]",20150709,107,15세이상관람가,김광태,286,17,손님,20148844,2015-07-09,822470.0
다크 플레이스,"[dict_values(['드라마']), dict_values(['미스터리']), dict_values(['스릴러'])]",20150715,113,청소년관람불가,질스 파겟-브레너,0,4,다크 플레이스,20156301,2015-07-15,62800.0
쓰리 썸머 나잇,[dict_values(['코미디'])],20150715,106,청소년관람불가,김상진,268,17,쓰리 썸머 나잇,20141060,2015-07-15,74617.0
쥬라기 월드,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['SF'])]",20150611,124,12세이상관람가,콜린 트레보로우,0,6,쥬라기 월드,20098169,2015-06-11,5545149.0
픽셀,"[dict_values(['액션']), dict_values(['어드벤처'])]",20150716,105,12세이상관람가,크리스 콜럼버스,0,5,픽셀,20158241,2015-07-16,679870.0
인시디어스 3,[dict_values(['공포(호러)'])],20150709,97,15세이상관람가,리 워넬,0,3,인시디어스 3,20150741,2015-07-09,823177.0
터미네이터 제니시스,"[dict_values(['액션']), dict_values(['어드벤처']), dict_values(['SF']), dict_values(['스릴러'])]",20150702,125,15세이상관람가,앨런 테일러,0,10,터미네이터 제니시스,20141384,2015-07-02,3229800.0
포켓몬 레인저와 바다의 왕자 마나피,"[dict_values(['애니메이션']), dict_values(['어드벤처'])]",20060720,105,전체관람가,유야마 쿠니히코,0,2,포켓몬 레인저와 바다의 왕자 마나피,20060204,2006-07-20,171733.0
종이 달,[dict_values(['드라마'])],20150723,126,청소년관람불가,요시다 다이하치,0,4,종이 달,20151482,2015-07-23,13396.0
우먼 인 골드,[dict_values(['드라마'])],20150709,108,12세이상관람가,사이먼 커티스,0,3,우먼 인 골드,20151002,2015-07-09,129527.0
연평해전,[dict_values(['드라마'])],20150624,130,12세이상관람가,김학순,420,22,연평해전,20134798,2015-06-24,6032637.0
러덜리스,"[dict_values(['코미디']), dict_values(['드라마'])]",20150709,105,12세이상관람가,윌리엄 H. 머시,0,5,러덜리스,20150522,2015-07-09,72561.0
러브 앤 머시,[dict_values(['드라마'])],20150730,120,15세이상관람가,빌 포래드,0,4,러브 앤 머시,20151821,2015-07-30,20389.0
